id,url,href,title,price_ghs,price_period,price_ghs_month,is_daily_rate,beds,baths,garages,area_m2,neighborhood,furnished,is_featured
304050,https://meqasa.com/apartment-for-rent-at-Airport-Area-304050,/apartment-for-rent-at-Airport-Area-304050?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Area",29950,month,29950,False,3,3,,,Airport Area,True,False
451637,https://meqasa.com/apartment-for-rent-at-Burma-Hills--451637,/apartment-for-rent-at-Burma-Hills--451637?y=186631647,3 bedroom furnished apartment for rent in Burma Hills,16711,month,16711,False,3,4,15,450.0,Burma Hills,True,False
381935,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area--381935,/apartment-for-rent-at-Airport-Residential-Area--381935?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",38991,month,38991,False,3,3,25,270.0,Airport Residential Area,True,False
399411,https://meqasa.com/apartment-for-rent-at-Cantonment--399411,/apartment-for-rent-at-Cantonment--399411?y=186631647,3 bedroom furnished apartment for rent in Cantonment,33421,month,33421,False,3,3,100,350.0,Cantonment,True,False
382149,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382149,/apartment-for-rent-at-SHIASHIE--382149?y=186631647,"1 bedroom furnished apartment for rent in Accra, SHIASHIE",1560,day,46800,True,1,1,50,90.0,SHIASHIE,True,False
382150,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382150,/apartment-for-rent-at-SHIASHIE--382150?y=186631647,"1 bedroom furnished apartment for rent in Accra, SHIASHIE",10026,week,43563,False,1,1,50,90.0,SHIASHIE,True,False
382151,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382151,/apartment-for-rent-at-SHIASHIE--382151?y=186631647,"1 bedroom furnished apartment for rent in Accra, SHIASHIE",31193,month,31193,False,1,2,50,90.0,SHIASHIE,True,False
382146,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382146,/apartment-for-rent-at-SHIASHIE--382146?y=186631647,"1 bedroom furnished apartment for rent in Accra, SHIASHIE",1448,day,43440,True,1,2,50,90.0,SHIASHIE,True,False
413503,https://meqasa.com/apartment-for-rent-at-Cantonment--413503,/apartment-for-rent-at-Cantonment--413503?y=186631647,1 bedroom furnished apartment for rent in Cantonment,27851,month,27851,False,1,1,50,75.0,Cantonment,True,False
382147,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382147,/apartment-for-rent-at-SHIASHIE--382147?y=186631647,"1 bedroom furnished apartment for rent in Accra, SHIASHIE",9358,week,40661,False,1,2,50,90.0,SHIASHIE,True,False
461194,https://meqasa.com/apartment-for-rent-at-Dzorwulu--461194,/apartment-for-rent-at-Dzorwulu--461194?y=186631647,"1 bedroom furnished apartment for rent in Accra, Dzorwulu",10000,month,10000,False,1,1,5,,Dzorwulu,True,False
455435,https://meqasa.com/apartment-for-rent-at-Cantonment--455435,/apartment-for-rent-at-Cantonment--455435?y=186631647,2 bedroom apartment for rent in Cantonment,24509,month,24509,False,2,3,50,150.0,Cantonment,False,False
382157,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382157,/apartment-for-rent-at-SHIASHIE--382157?y=186631647,"2 bedroom furnished apartment for rent in Accra, SHIASHIE",15597,week,67769,False,2,3,50,250.0,SHIASHIE,True,False
382158,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382158,/apartment-for-rent-at-SHIASHIE--382158?y=186631647,"2 bedroom furnished apartment for rent in Accra, SHIASHIE",36763,month,36763,False,2,3,50,90.0,SHIASHIE,True,False
382143,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382143,/apartment-for-rent-at-SHIASHIE--382143?y=186631647,"2 bedroom furnished apartment for rent in Accra, SHIASHIE",2674,day,80220,True,2,3,50,250.0,SHIASHIE,True,False
382156,https://meqasa.com/apartment-for-rent-at-SHIASHIE--382156,/apartment-for-rent-at-SHIASHIE--382156?y=186631647,"2 bedroom furnished apartment for rent in Accra, SHIASHIE",2451,day,73530,True,2,3,50,90.0,SHIASHIE,True,False
399406,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area--399406,/apartment-for-rent-at-Airport-Residential-Area--399406?y=186631647,"2 bedroom furnished apartment for rent in Accra, Airport Residential Area",22281,month,22281,False,2,3,,,Airport Residential Area,True,False
380896,https://meqasa.com/apartment-for-rent-at-East-Legon--380896,/apartment-for-rent-at-East-Legon--380896?y=186631647,"2 bedroom furnished apartment for rent in Accra, East Legon",30079,month,30079,False,2,3,50,175.0,East Legon,True,False
467477,https://meqasa.com/apartment-for-rent-at-Airport-Residential--467477,/apartment-for-rent-at-Airport-Residential--467477?y=186631647,3 bedroom furnished apartment for rent in Airport Residential,89123,month,89123,False,3,4,100,450.0,Airport Residential,True,False
174895,https://meqasa.com/apartment-for-rent-at-West-Airport-Area-174895,/apartment-for-rent-at-West-Airport-Area-174895?y=186631647,"3 bedroom furnished apartment for rent in Accra, West Airport Area",24509,month,24509,False,3,3,20,250.0,West Airport Area,True,False
411066,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-411066,/apartment-for-rent-at-Airport-Residential-Area-411066?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",42334,month,42334,False,3,4,20,350.0,Airport Residential Area,True,False
380924,https://meqasa.com/apartment-for-rent-at-AIRPORT-RESIDENTIAL-AREA--380924,/apartment-for-rent-at-AIRPORT-RESIDENTIAL-AREA--380924?y=186631647,"3 bedroom furnished apartment for rent in Accra, AIRPORT RESIDENTIAL AREA",31193,month,31193,False,3,4,25,250.0,AIRPORT RESIDENTIAL AREA,True,False
463059,https://meqasa.com/apartment-for-rent-at-Tantra-Hill-463059,/apartment-for-rent-at-Tantra-Hill-463059?y=186631647,3 bedroom apartment for rent in Tantra Hill,7500,month,7500,False,3,3,10,350.0,Tantra Hill,False,False
472027,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area--472027,/apartment-for-rent-at-Airport-Residential-Area--472027?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",42350,month,42350,False,3,4,100,250.0,Airport Residential Area,True,False
440094,https://meqasa.com/apartment-for-rent-at-Labone-440094,/apartment-for-rent-at-Labone-440094?y=186631647,"1 bedroom furnished apartment for rent in Accra, Labone",13368,month,13368,False,1,1,2,,Labone,True,False
101365,https://meqasa.com/apartment-for-rent-at-North-ridge--101365,/apartment-for-rent-at-North-ridge--101365?y=186631647,"1 bedroom furnished apartment for rent in Accra, North ridge",15597,month,15597,False,1,1,3,120.0,North ridge,True,False
93637,https://meqasa.com/apartment-for-rent-at-Cantonments-093637,/apartment-for-rent-at-Cantonments-093637?y=186631647,"1 bedroom furnished apartment for rent in Accra, Cantonments",16711,month,16711,False,1,2,6,90.0,Cantonments,True,False
470556,https://meqasa.com/apartment-for-rent-at-Westlands-470556,/apartment-for-rent-at-Westlands-470556?y=186631647,"2 bedroom apartment for rent in Accra, Westlands",11000,month,11000,False,2,2,1,,Westlands,False,False
93614,https://meqasa.com/apartment-for-rent-at-Cantonments-093614,/apartment-for-rent-at-Cantonments-093614?y=186631647,"2 bedroom furnished apartment for rent in Accra, Cantonments",20000,month,20000,False,2,3,2,,Cantonments,True,False
183344,https://meqasa.com/apartment-for-rent-at-Cantonments--183344,/apartment-for-rent-at-Cantonments--183344?y=186631647,"2 bedroom furnished apartment for rent in Accra, Cantonments",25623,month,25623,False,2,3,2,,Cantonments,True,False
97058,https://meqasa.com/apartment-for-rent-at-Trade-Fair-097058,/apartment-for-rent-at-Trade-Fair-097058?y=186631647,2 bedroom furnished apartment for rent in Trade Fair,14483,month,14483,False,2,3,2,180.0,Trade Fair,True,False
114578,https://meqasa.com/apartment-for-rent-at-East-Legon-114578,/apartment-for-rent-at-East-Legon-114578?y=186631647,"2 bedroom apartment for rent in Accra, East Legon",6000,month,6000,False,2,2,,,East Legon,False,False
128484,https://meqasa.com/apartment-for-rent-at-Cantonments--128484,/apartment-for-rent-at-Cantonments--128484?y=186631647,"2 bedroom furnished apartment for rent in Accra, Cantonments",17825,month,17825,False,2,3,2,,Cantonments,True,False
148000,https://meqasa.com/apartment-for-rent-at-Cantonments-148000,/apartment-for-rent-at-Cantonments-148000?y=186631647,"3 bedroom furnished apartment for rent in Accra, Cantonments",33421,month,33421,False,3,4,3,360.0,Cantonments,True,False
465862,https://meqasa.com/apartment-for-rent-at-Cantonments--465862,/apartment-for-rent-at-Cantonments--465862?y=186631647,"3 bedroom apartment for rent in Accra, Cantonments",27851,month,27851,False,3,4,3,,Cantonments,False,False
92447,https://meqasa.com/apartment-for-rent-at-Labone-092447,/apartment-for-rent-at-Labone-092447?y=186631647,"3 bedroom furnished apartment for rent in Accra, Labone",26737,month,26737,False,3,4,1,220.0,Labone,True,False
91587,https://meqasa.com/apartment-for-rent-at-Labone-091587,/apartment-for-rent-at-Labone-091587?y=186631647,"3 bedroom apartment for rent in Accra, Labone",16711,month,16711,False,3,3,3,240.0,Labone,False,False
94936,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-094936,/apartment-for-rent-at-Airport-Residential-Area-094936?y=186631647,"3 bedroom apartment for rent in Accra, Airport Residential Area",20053,month,20053,False,3,4,2,,Airport Residential Area,False,False
105213,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-105213,/apartment-for-rent-at-Airport-Residential-Area-105213?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",24509,month,24509,False,3,3,2,,Airport Residential Area,True,False
465904,https://meqasa.com/apartment-for-rent-at-Cantonments--465904,/apartment-for-rent-at-Cantonments--465904?y=186631647,"4 bedroom furnished apartment for rent in Accra, Cantonments",25623,month,25623,False,4,4,2,,Cantonments,True,False
451036,https://meqasa.com/apartment-for-rent-at-Roman-Ridge-451036,/apartment-for-rent-at-Roman-Ridge-451036?y=186631647,"1 bedroom furnished apartment for rent in Accra, Roman Ridge",15597,month,15597,False,1,1,,,Roman Ridge,True,False
451128,https://meqasa.com/apartment-for-rent-at-Cantonments-451128,/apartment-for-rent-at-Cantonments-451128?y=186631647,"1 bedroom apartment for rent in Accra, Cantonments",13368,month,13368,False,1,1,,,Cantonments,False,False
398287,https://meqasa.com/apartment-for-rent-at-Labone-398287,/apartment-for-rent-at-Labone-398287?y=186631647,"1 bedroom furnished apartment for rent in Accra, Labone",16711,month,16711,False,1,1,,70.0,Labone,True,False
451041,https://meqasa.com/apartment-for-rent-at-Labone-451041,/apartment-for-rent-at-Labone-451041?y=186631647,"1 bedroom furnished apartment for rent in Accra, Labone",14483,month,14483,False,1,1,,,Labone,True,False
397771,https://meqasa.com/apartment-for-rent-at-Osu-397771,/apartment-for-rent-at-Osu-397771?y=186631647,"1 bedroom furnished apartment for rent in Accra, Osu",12254,month,12254,False,1,1,,60.0,Osu,True,False
451042,https://meqasa.com/apartment-for-rent-at-East-Legon-451042,/apartment-for-rent-at-East-Legon-451042?y=186631647,"2 bedroom apartment for rent in Accra, East Legon",7000,month,7000,False,2,2,,,East Legon,False,False
404335,https://meqasa.com/apartment-for-rent-at-East-Legon-404335,/apartment-for-rent-at-East-Legon-404335?y=186631647,"2 bedroom furnished apartment for rent in Accra, East Legon",17825,month,17825,False,2,2,,,East Legon,True,False
451033,https://meqasa.com/apartment-for-rent-at-Osu-451033,/apartment-for-rent-at-Osu-451033?y=186631647,"2 bedroom furnished apartment for rent in Accra, Osu",13368,month,13368,False,2,2,,,Osu,True,False
398173,https://meqasa.com/apartment-for-rent-at-Shiashie-398173,/apartment-for-rent-at-Shiashie-398173?y=186631647,"2 bedroom apartment for rent in Accra, Shiashie",16321,month,16321,False,2,3,,115.0,Shiashie,False,False
398177,https://meqasa.com/apartment-for-rent-at-East-Legon-Hills-398177,/apartment-for-rent-at-East-Legon-Hills-398177?y=186631647,"3 bedroom apartment for rent in Accra, East Legon Hills",9500,month,9500,False,3,3,,,East Legon Hills,False,False
471121,https://meqasa.com/apartment-for-rent-at-West-Airport-471121,/apartment-for-rent-at-West-Airport-471121?y=186631647,2 bedroom apartment for rent in West Airport,15262,month,15262,False,2,2,3,330.0,West Airport,False,False
114295,https://meqasa.com/apartment-for-rent-at-Tse-Addo-114295,/apartment-for-rent-at-Tse-Addo-114295?y=186631647,1 bedroom apartment for rent in Tse Addo,2500,month,2500,False,1,1,,,Tse Addo,False,False
114313,https://meqasa.com/apartment-for-rent-at-Tse-Addo-114313,/apartment-for-rent-at-Tse-Addo-114313?y=186631647,3 bedroom apartment for rent in Tse Addo,7798,month,7798,False,3,3,,,Tse Addo,False,False
350417,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-350417,/apartment-for-rent-at-Airport-Residential-Area-350417?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",3834,day,115020,True,3,3,1,,Airport Residential Area,True,False
455298,https://meqasa.com/apartment-for-rent-at-Roman-Ridge-455298,/apartment-for-rent-at-Roman-Ridge-455298?y=186631647,"1 bedroom furnished apartment for rent in Accra, Roman Ridge",17825,month,17825,False,1,1,20,80.0,Roman Ridge,True,False
458580,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-458580,/apartment-for-rent-at-Airport-Residential-Area-458580?y=186631647,"2 bedroom furnished apartment for rent in Accra, Airport Residential Area",27851,month,27851,False,2,3,2,130.0,Airport Residential Area,True,False
397038,https://meqasa.com/apartment-for-rent-at-Adjiringanor-397038,/apartment-for-rent-at-Adjiringanor-397038?y=186631647,2 bedroom furnished apartment for rent in Adjiringanor,11140,month,11140,False,2,2,3,,Adjiringanor,True,False
455409,https://meqasa.com/apartment-for-rent-at-East-Airport-feww-minutes-from-Chain-Homes-455409,/apartment-for-rent-at-East-Airport-feww-minutes-from-Chain-Homes-455409?y=186631647,"2 bedroom furnished apartment for rent in Accra, East Airport feww minutes from Chain Homes",14000,month,14000,False,2,3,15,120.0,East Airport feww minutes from Chain Homes,True,False
461100,https://meqasa.com/apartment-for-rent-at-OSU-Ako-Adjei--461100,/apartment-for-rent-at-OSU-Ako-Adjei--461100?y=186631647,"2 bedroom furnished apartment for rent in Accra, OSU Ako Adjei",24509,month,24509,False,2,3,,100.0,OSU Ako Adjei,True,False
458583,https://meqasa.com/apartment-for-rent-at-Airport-Residential-458583,/apartment-for-rent-at-Airport-Residential-458583?y=186631647,3 bedroom furnished apartment for rent in Airport Residential,27851,month,27851,False,3,4,2,120.0,Airport Residential,True,False
455559,https://meqasa.com/apartment-for-rent-at-Osu--455559,/apartment-for-rent-at-Osu--455559?y=186631647,"3 bedroom furnished apartment for rent in Accra, Osu",17825,month,17825,False,3,3,2,400.0,Osu,True,False
117550,https://meqasa.com/apartment-for-rent-at-Asylum-Down-117550,/apartment-for-rent-at-Asylum-Down-117550?y=186631647,"4 bedroom apartment for rent in Accra, Asylum Down",11140,month,11140,False,4,4,,,Asylum Down,False,False
115705,https://meqasa.com/apartment-for-rent-at-Dzorwulu-115705,/apartment-for-rent-at-Dzorwulu-115705?y=186631647,"1 bedroom apartment for rent in Accra, Dzorwulu",1000,month,1000,False,1,1,,,Dzorwulu,False,False
471221,https://meqasa.com/apartment-for-rent-at-East-Legon-471221,/apartment-for-rent-at-East-Legon-471221?y=186631647,"1 bedroom apartment for rent in Accra, East Legon",5570,month,5570,False,1,2,1,,East Legon,False,False
472093,https://meqasa.com/apartment-for-rent-at-Cantonments-472093,/apartment-for-rent-at-Cantonments-472093?y=186631647,"1 bedroom apartment for rent in Accra, Cantonments",27851,month,27851,False,1,2,,,Cantonments,False,False
473098,https://meqasa.com/apartment-for-rent-at-Ashongman-Agbogba--473098,/apartment-for-rent-at-Ashongman-Agbogba--473098?y=186631647,1 bedroom furnished apartment for rent in Ashongman Agbogba,8000,month,8000,False,1,1,1,,Ashongman Agbogba,True,False
115899,https://meqasa.com/apartment-for-rent-at-Abelenkpe-115899,/apartment-for-rent-at-Abelenkpe-115899?y=186631647,2 bedroom apartment for rent in Abelenkpe,4500,month,4500,False,2,2,,,Abelenkpe,False,False
472107,https://meqasa.com/apartment-for-rent-at-Lashibi-472107,/apartment-for-rent-at-Lashibi-472107?y=186631647,2 bedroom furnished apartment for rent in Lashibi,11140,month,11140,False,2,3,,,Lashibi,True,False
474227,https://meqasa.com/apartment-for-rent-at-East-Legon-474227,/apartment-for-rent-at-East-Legon-474227?y=186631647,"2 bedroom apartment for rent in Accra, East Legon",6000,month,6000,False,2,3,,,East Legon,False,False
473090,https://meqasa.com/apartment-for-rent-at-Tse-Addo-473090,/apartment-for-rent-at-Tse-Addo-473090?y=186631647,2 bedroom apartment for rent in Tse Addo,5000,month,5000,False,2,3,2,,Tse Addo,False,False
472094,https://meqasa.com/apartment-for-rent-at-Cantonments-472094,/apartment-for-rent-at-Cantonments-472094?y=186631647,"2 bedroom furnished apartment for rent in Accra, Cantonments",42334,month,42334,False,2,,,,Cantonments,True,False
472095,https://meqasa.com/apartment-for-rent-at-Cantonments-472095,/apartment-for-rent-at-Cantonments-472095?y=186631647,"3 bedroom furnished apartment for rent in Accra, Cantonments",53429,month,53429,False,3,4,,,Cantonments,True,False
33577,https://meqasa.com/apartment-for-rent-at-Cantonments-033577,/apartment-for-rent-at-Cantonments-033577?y=186631647,"3 bedroom furnished apartment for rent in Accra, Cantonments",38991,month,38991,False,3,3,,,Cantonments,True,False
472978,https://meqasa.com/apartment-for-rent-at-East-Legon-472978,/apartment-for-rent-at-East-Legon-472978?y=186631647,"3 bedroom apartment for rent in Accra, East Legon",12254,month,12254,False,3,4,3,,East Legon,False,False
474033,https://meqasa.com/apartment-for-rent-at-East-Legon-474033,/apartment-for-rent-at-East-Legon-474033?y=186631647,"3 bedroom apartment for rent in Accra, East Legon",20000,month,20000,False,3,4,3,,East Legon,False,False
33583,https://meqasa.com/apartment-for-rent-at-Cantonments-033583,/apartment-for-rent-at-Cantonments-033583?y=186631647,"3 bedroom apartment for rent in Accra, Cantonments",33421,month,33421,False,3,3,,,Cantonments,False,False
116285,https://meqasa.com/apartment-for-rent-at-Kokomlemle-116285,/apartment-for-rent-at-Kokomlemle-116285?y=186631647,"3 bedroom apartment for rent in Accra, Kokomlemle",5500,month,5500,False,3,3,,,Kokomlemle,False,False
118354,https://meqasa.com/apartment-for-rent-at-Osu-118354,/apartment-for-rent-at-Osu-118354?y=186631647,"1 bedroom apartment for rent in Accra, Osu",1300,month,1300,False,1,1,,,Osu,False,False
368554,https://meqasa.com/apartment-for-rent-at-Osu-368554,/apartment-for-rent-at-Osu-368554?y=186631647,"2 bedroom apartment for rent in Accra, Osu",15597,month,15597,False,2,3,2,,Osu,False,False
117680,https://meqasa.com/apartment-for-rent-at-North-Ridge-117680,/apartment-for-rent-at-North-Ridge-117680?y=186631647,"3 bedroom apartment for rent in Accra, North Ridge",44562,month,44562,False,3,3,,,North Ridge,False,False
373803,https://meqasa.com/apartment-for-rent-at-East-Airport-373803,/apartment-for-rent-at-East-Airport-373803?y=186631647,"1 bedroom furnished apartment for rent in Accra, East Airport",7241,month,7241,False,1,1,3,,East Airport,True,False
115895,https://meqasa.com/apartment-for-rent-at-Abelemkpe-115895,/apartment-for-rent-at-Abelemkpe-115895?y=186631647,"1 bedroom apartment for rent in Accra, Abelemkpe",1700,month,1700,False,1,1,,,Abelemkpe,False,False
421938,https://meqasa.com/apartment-for-rent-at-Tse-Addo-421938,/apartment-for-rent-at-Tse-Addo-421938?y=186631647,1 bedroom apartment for rent in Tse Addo,5000,month,5000,False,1,1,2,,Tse Addo,False,False
458791,https://meqasa.com/apartment-for-rent-at-Tse-Addo-458791,/apartment-for-rent-at-Tse-Addo-458791?y=186631647,1 bedroom furnished apartment for rent in Tse Addo,6684,month,6684,False,1,1,1,,Tse Addo,True,False
245820,https://meqasa.com/apartment-for-rent-at-East-Airport-245820,/apartment-for-rent-at-East-Airport-245820?y=186631647,"1 bedroom furnished apartment for rent in Accra, East Airport",7798,month,7798,False,1,1,3,,East Airport,True,False
218423,https://meqasa.com/apartment-for-rent-at-East-Airport-218423,/apartment-for-rent-at-East-Airport-218423?y=186631647,"2 bedroom apartment for rent in Accra, East Airport",5570,month,5570,False,2,1,3,,East Airport,False,False
271875,https://meqasa.com/apartment-for-rent-at-East-Airport-271875,/apartment-for-rent-at-East-Airport-271875?y=186631647,"2 bedroom apartment for rent in Accra, East Airport",7798,month,7798,False,2,3,2,,East Airport,False,False
458773,https://meqasa.com/apartment-for-rent-at-Tse-Addo-458773,/apartment-for-rent-at-Tse-Addo-458773?y=186631647,2 bedroom apartment for rent in Tse Addo,6000,month,6000,False,2,2,3,,Tse Addo,False,False
455159,https://meqasa.com/apartment-for-rent-at-East-Legon--455159,/apartment-for-rent-at-East-Legon--455159?y=186631647,"2 bedroom furnished apartment for rent in Accra, East Legon",20053,month,20053,False,2,3,4,100.0,East Legon,True,False
457750,https://meqasa.com/apartment-for-rent-at-Tse-Addo-457750,/apartment-for-rent-at-Tse-Addo-457750?y=186631647,2 bedroom apartment for rent in Tse Addo,7000,month,7000,False,2,2,2,,Tse Addo,False,False
388917,https://meqasa.com/apartment-for-rent-at-East-Legon-388917,/apartment-for-rent-at-East-Legon-388917?y=186631647,"2 bedroom apartment for rent in Accra, East Legon",5013,month,5013,False,2,3,2,,East Legon,False,False
219430,https://meqasa.com/apartment-for-rent-at-East-Airport-219430,/apartment-for-rent-at-East-Airport-219430?y=186631647,"2 bedroom apartment for rent in Accra, East Airport",6500,month,6500,False,2,2,3,,East Airport,False,False
238359,https://meqasa.com/apartment-for-rent-at-Labone-238359,/apartment-for-rent-at-Labone-238359?y=186631647,"2 bedroom furnished apartment for rent in Accra, Labone",20053,month,20053,False,2,3,3,,Labone,True,False
238360,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-238360,/apartment-for-rent-at-Airport-Residential-Area-238360?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",38991,month,38991,False,3,4,3,,Airport Residential Area,True,False
373806,https://meqasa.com/apartment-for-rent-at-Tse-Addo-373806,/apartment-for-rent-at-Tse-Addo-373806?y=186631647,3 bedroom apartment for rent in Tse Addo,6000,month,6000,False,3,4,3,,Tse Addo,False,False
468266,https://meqasa.com/apartment-for-rent-at-Cantonments-468266,/apartment-for-rent-at-Cantonments-468266?y=186631647,"3 bedroom furnished apartment for rent in Accra, Cantonments",17825,month,17825,False,3,2,3,,Cantonments,True,False
458014,https://meqasa.com/apartment-for-rent-at-Cantonments-458014,/apartment-for-rent-at-Cantonments-458014?y=186631647,"3 bedroom furnished apartment for rent in Accra, Cantonments",14483,month,14483,False,3,4,,,Cantonments,True,False
458020,https://meqasa.com/apartment-for-rent-at-Airport-Residential-Area-458020,/apartment-for-rent-at-Airport-Residential-Area-458020?y=186631647,"3 bedroom furnished apartment for rent in Accra, Airport Residential Area",15597,month,15597,False,3,2,2,,Airport Residential Area,True,False
461115,https://meqasa.com/apartment-for-rent-at-Osu-461115,/apartment-for-rent-at-Osu-461115?y=186631647,"3 bedroom furnished apartment for rent in Accra, Osu",13368,month,13368,False,3,2,2,,Osu,True,False
115465,https://meqasa.com/apartment-for-rent-at-Airport--115465,/apartment-for-rent-at-Airport--115465?y=186631647,3 bedroom apartment for rent in Airport,22281,month,22281,False,3,3,,,Airport,False,False
427299,https://meqasa.com/apartment-for-rent-at-East-Legon-427299,/apartment-for-rent-at-East-Legon-427299?y=186631647,"2 bedroom furnished apartment for rent in Accra, East Legon",2640,day,79200,True,2,2,2,,East Legon,True,False
115044,https://meqasa.com/apartment-for-rent-at-Spintex-115044,/apartment-for-rent-at-Spintex-115044?y=186631647,"3 bedroom apartment for rent in Accra, Spintex",7000,month,7000,False,3,3,,,Spintex,False,False
453657,https://meqasa.com/apartment-for-rent-at-East-Legon-near-the-AnC-Mall-453657,/apartment-for-rent-at-East-Legon-near-the-AnC-Mall-453657?y=186631647,"4 bedroom furnished apartment for rent in Accra, East Legon near the AnC Mall",1800,day,54000,True,4,4,2,,East Legon near the AnC Mall,True,False
264311,https://meqasa.com/apartment-for-rent-at-Spintex-264311,/apartment-for-rent-at-Spintex-264311?y=186631647,"Apartment for rent in Accra, Spintex",5570,month,5570,False,,2,2,197.0,Spintex,False,False
383638,https://meqasa.com/apartment-for-rent-at-Spintex-383638,/apartment-for-rent-at-Spintex-383638?y=186631647,"1 bedroom furnished apartment for rent in Accra, Spintex",8000,month,8000,False,1,1,1,898.0,Spintex,True,False
377234,https://meqasa.com/apartment-for-rent-at-Spintex-Cottage--377234,/apartment-for-rent-at-Spintex-Cottage--377234?y=186631647,"1 bedroom furnished apartment for rent in Accra, Spintex Cottage",11140,month,11140,False,1,2,1,787.0,Spintex Cottage,True,False
468585,https://meqasa.com/apartment-for-rent-at-Tse-Addo-468585,/apartment-for-rent-at-Tse-Addo-468585?y=186631647,1 bedroom apartment for rent in Tse Addo,8912,month,8912,False,1,1,1,975.0,Tse Addo,False,False
300951,https://meqasa.com/apartment-for-rent-at-Osu-300951,/apartment-for-rent-at-Osu-300951?y=186631647,"1 bedroom furnished apartment for rent in Accra, Osu",16711,month,16711,False,1,1,1,737.0,Osu,True,False
